,date,Appliances,lights
4467,2016-02-11 17:30:00,100,0
4468,2016-02-11 17:40:00,100,0
4469,2016-02-11 17:50:00,380,0
4470,2016-02-11 18:00:00,350,0
4471,2016-02-11 18:10:00,290,30
4472,2016-02-11 18:20:00,390,20
4473,2016-02-11 18:30:00,690,10
4474,2016-02-11 18:40:00,270,0
4475,2016-02-11 18:50:00,750,30
4476,2016-02-11 19:00:00,130,10
4477,2016-02-11 19:10:00,120,10
4478,2016-02-11 19:20:00,120,10
4479,2016-02-11 19:30:00,130,30
4480,2016-02-11 19:40:00,130,10
4481,2016-02-11 19:50:00,130,0
4482,2016-02-11 20:00:00,120,10
4483,2016-02-11 20:10:00,120,0
4484,2016-02-11 20:20:00,130,30
4485,2016-02-11 20:30:00,120,30
4486,2016-02-11 20:40:00,130,20
4487,2016-02-11 20:50:00,130,30
4488,2016-02-11 21:00:00,140,20
4489,2016-02-11 21:10:00,130,20
4490,2016-02-11 21:20:00,140,20
4491,2016-02-11 21:30:00,120,30
4492,2016-02-11 21:40:00,120,20
4493,2016-02-11 21:50:00,140,20
4494,2016-02-11 22:00:00,130,20
4495,2016-02-11 22:10:00,120,20
4496,2016-02-11 22:20:00,90,20
4497,2016-02-11 22:30:00,40,10
4498,2016-02-11 22:40:00,70,0
4499,2016-02-11 22:50:00,60,0
4500,2016-02-11 23:00:00,60,0
4501,2016-02-11 23:10:00,50,0
4502,2016-02-11 23:20:00,60,0
4503,2016-02-11 23:30:00,60,0
4504,2016-02-11 23:40:00,60,0
4505,2016-02-11 23:50:00,60,0
4506,2016-02-12 00:00:00,70,0
4507,2016-02-12 00:10:00,90,0
4508,2016-02-12 00:20:00,80,0
4509,2016-02-12 00:30:00,60,0
4510,2016-02-12 00:40:00,60,0
4511,2016-02-12 00:50:00,40,0
4512,2016-02-12 01:00:00,50,0
4513,2016-02-12 01:10:00,50,0
4514,2016-02-12 01:20:00,50,0
4515,2016-02-12 01:30:00,40,0
4516,2016-02-12 01:40:00,40,0
4517,2016-02-12 01:50:00,30,0
4518,2016-02-12 02:00:00,50,0
4519,2016-02-12 02:10:00,50,0
4520,2016-02-12 02:20:00,60,0
4521,2016-02-12 02:30:00,50,0
4522,2016-02-12 02:40:00,50,0
4523,2016-02-12 02:50:00,70,0
4524,2016-02-12 03:00:00,50,0
4525,2016-02-12 03:10:00,60,0
4526,2016-02-12 03:20:00,60,0
4527,2016-02-12 03:30:00,50,0
4528,2016-02-12 03:40:00,60,0
4529,2016-02-12 03:50:00,50,0
4530,2016-02-12 04:00:00,50,0
4531,2016-02-12 04:10:00,60,0
4532,2016-02-12 04:20:00,60,0
4533,2016-02-12 04:30:00,60,0
4534,2016-02-12 04:40:00,60,0
4535,2016-02-12 04:50:00,50,0
4536,2016-02-12 05:00:00,30,0
4537,2016-02-12 05:10:00,30,0
4538,2016-02-12 05:20:00,20,0
4539,2016-02-12 05:30:00,40,0
4540,2016-02-12 05:40:00,60,0
4541,2016-02-12 05:50:00,60,0
4542,2016-02-12 06:00:00,60,0
4543,2016-02-12 06:10:00,50,0
4544,2016-02-12 06:20:00,50,0
4545,2016-02-12 06:30:00,60,0
4546,2016-02-12 06:40:00,50,0
4547,2016-02-12 06:50:00,50,0
4548,2016-02-12 07:00:00,50,0
4549,2016-02-12 07:10:00,70,0
4550,2016-02-12 07:20:00,90,10
4551,2016-02-12 07:30:00,60,0
4552,2016-02-12 07:40:00,60,0
4553,2016-02-12 07:50:00,70,10
4554,2016-02-12 08:00:00,50,0
4555,2016-02-12 08:10:00,50,0
4556,2016-02-12 08:20:00,50,0
4557,2016-02-12 08:30:00,40,0
4558,2016-02-12 08:40:00,60,0
4559,2016-02-12 08:50:00,40,10
4560,2016-02-12 09:00:00,40,0
4561,2016-02-12 09:10:00,80,0
4562,2016-02-12 09:20:00,330,0
4563,2016-02-12 09:30:00,260,0
4564,2016-02-12 09:40:00,100,0
4565,2016-02-12 09:50:00,70,0
4566,2016-02-12 10:00:00,70,0
4567,2016-02-12 10:10:00,70,0
4568,2016-02-12 10:20:00,80,0
4569,2016-02-12 10:30:00,80,0
4570,2016-02-12 10:40:00,50,0
4571,2016-02-12 10:50:00,60,0
4572,2016-02-12 11:00:00,50,0
4573,2016-02-12 11:10:00,50,0
4574,2016-02-12 11:20:00,60,0
4575,2016-02-12 11:30:00,70,0
4576,2016-02-12 11:40:00,650,10
4577,2016-02-12 11:50:00,680,0
4578,2016-02-12 12:00:00,390,0
4579,2016-02-12 12:10:00,310,0
4580,2016-02-12 12:20:00,300,0
4581,2016-02-12 12:30:00,140,0
4582,2016-02-12 12:40:00,280,0
4583,2016-02-12 12:50:00,140,0
4584,2016-02-12 13:00:00,400,0
4585,2016-02-12 13:10:00,190,0
4586,2016-02-12 13:20:00,220,0
4587,2016-02-12 13:30:00,390,0
4588,2016-02-12 13:40:00,190,0
4589,2016-02-12 13:50:00,480,0
4590,2016-02-12 14:00:00,350,0
4591,2016-02-12 14:10:00,340,0
4592,2016-02-12 14:20:00,530,0
4593,2016-02-12 14:30:00,510,0
4594,2016-02-12 14:40:00,230,0
4595,2016-02-12 14:50:00,110,0
4596,2016-02-12 15:00:00,80,0
4597,2016-02-12 15:10:00,80,0
4598,2016-02-12 15:20:00,80,0
4599,2016-02-12 15:30:00,100,0
4600,2016-02-12 15:40:00,110,0
4601,2016-02-12 15:50:00,120,0
4602,2016-02-12 16:00:00,110,0
4603,2016-02-12 16:10:00,110,0
4604,2016-02-12 16:20:00,100,0
4605,2016-02-12 16:30:00,90,0
4606,2016-02-12 16:40:00,70,0
4607,2016-02-12 16:50:00,70,0
4608,2016-02-12 17:00:00,200,0
4609,2016-02-12 17:10:00,280,0
4610,2016-02-12 17:20:00,180,0
4611,2016-02-12 17:30:00,180,0
4612,2016-02-12 17:40:00,90,0
4613,2016-02-12 17:50:00,90,0
4614,2016-02-12 18:00:00,100,0
4615,2016-02-12 18:10:00,100,0
4616,2016-02-12 18:20:00,130,0
4617,2016-02-12 18:30:00,430,0
4618,2016-02-12 18:40:00,110,20
4619,2016-02-12 18:50:00,110,10
4620,2016-02-12 19:00:00,120,10
4621,2016-02-12 19:10:00,110,10
4622,2016-02-12 19:20:00,110,30
4623,2016-02-12 19:30:00,120,30
4624,2016-02-12 19:40:00,90,10
4625,2016-02-12 19:50:00,100,10
4626,2016-02-12 20:00:00,100,10
4627,2016-02-12 20:10:00,100,0
4628,2016-02-12 20:20:00,100,0
4629,2016-02-12 20:30:00,100,0
4630,2016-02-12 20:40:00,110,0
4631,2016-02-12 20:50:00,100,10
4632,2016-02-12 21:00:00,180,0
4633,2016-02-12 21:10:00,110,30
4634,2016-02-12 21:20:00,90,20
4635,2016-02-12 21:30:00,80,20
4636,2016-02-12 21:40:00,80,20
4637,2016-02-12 21:50:00,80,20
4638,2016-02-12 22:00:00,60,30
4639,2016-02-12 22:10:00,80,20
4640,2016-02-12 22:20:00,70,30
4641,2016-02-12 22:30:00,70,20
4642,2016-02-12 22:40:00,40,20
4643,2016-02-12 22:50:00,50,20
4644,2016-02-12 23:00:00,50,30
4645,2016-02-12 23:10:00,50,20
4646,2016-02-12 23:20:00,60,20
4647,2016-02-12 23:30:00,60,20
4648,2016-02-12 23:40:00,60,20
4649,2016-02-12 23:50:00,60,20
4650,2016-02-13 00:00:00,50,0
4651,2016-02-13 00:10:00,50,0
4652,2016-02-13 00:20:00,60,0
4653,2016-02-13 00:30:00,60,0
4654,2016-02-13 00:40:00,60,0
4655,2016-02-13 00:50:00,100,0
4656,2016-02-13 01:00:00,70,0
4657,2016-02-13 01:10:00,50,0
4658,2016-02-13 01:20:00,50,0
4659,2016-02-13 01:30:00,40,0
4660,2016-02-13 01:40:00,50,0
4661,2016-02-13 01:50:00,60,0
4662,2016-02-13 02:00:00,50,0
4663,2016-02-13 02:10:00,30,0
4664,2016-02-13 02:20:00,40,0
4665,2016-02-13 02:30:00,20,0
4666,2016-02-13 02:40:00,50,0
4667,2016-02-13 02:50:00,50,0
4668,2016-02-13 03:00:00,40,0
4669,2016-02-13 03:10:00,50,0
4670,2016-02-13 03:20:00,50,0
4671,2016-02-13 03:30:00,60,0
4672,2016-02-13 03:40:00,50,0
4673,2016-02-13 03:50:00,60,0
4674,2016-02-13 04:00:00,50,0
4675,2016-02-13 04:10:00,50,0
4676,2016-02-13 04:20:00,50,0
4677,2016-02-13 04:30:00,50,0
4678,2016-02-13 04:40:00,40,0
4679,2016-02-13 04:50:00,50,0
4680,2016-02-13 05:00:00,50,0
4681,2016-02-13 05:10:00,60,0
4682,2016-02-13 05:20:00,50,0
4683,2016-02-13 05:30:00,50,0
4684,2016-02-13 05:40:00,50,0
4685,2016-02-13 05:50:00,50,0
4686,2016-02-13 06:00:00,20,0
4687,2016-02-13 06:10:00,30,0
4688,2016-02-13 06:20:00,20,0
4689,2016-02-13 06:30:00,40,0
4690,2016-02-13 06:40:00,50,0
4691,2016-02-13 06:50:00,60,0
4692,2016-02-13 07:00:00,50,0
4693,2016-02-13 07:10:00,50,0
4694,2016-02-13 07:20:00,50,0
4695,2016-02-13 07:30:00,50,0
4696,2016-02-13 07:40:00,50,0
4697,2016-02-13 07:50:00,40,0
4698,2016-02-13 08:00:00,50,0
4699,2016-02-13 08:10:00,40,0
4700,2016-02-13 08:20:00,50,0
4701,2016-02-13 08:30:00,90,0
4702,2016-02-13 08:40:00,70,0
4703,2016-02-13 08:50:00,60,0
4704,2016-02-13 09:00:00,70,0
4705,2016-02-13 09:10:00,60,10
4706,2016-02-13 09:20:00,130,0
4707,2016-02-13 09:30:00,340,0
4708,2016-02-13 09:40:00,230,0
4709,2016-02-13 09:50:00,80,0
4710,2016-02-13 10:00:00,40,10
4711,2016-02-13 10:10:00,50,0
4712,2016-02-13 10:20:00,70,0
4713,2016-02-13 10:30:00,70,0
4714,2016-02-13 10:40:00,80,0
4715,2016-02-13 10:50:00,60,0
4716,2016-02-13 11:00:00,50,0
4717,2016-02-13 11:10:00,320,0
4718,2016-02-13 11:20:00,390,10
4719,2016-02-13 11:30:00,300,0
4720,2016-02-13 11:40:00,310,0
4721,2016-02-13 11:50:00,250,10
4722,2016-02-13 12:00:00,250,10
4723,2016-02-13 12:10:00,130,0
4724,2016-02-13 12:20:00,100,10
4725,2016-02-13 12:30:00,100,10
4726,2016-02-13 12:40:00,220,0
4727,2016-02-13 12:50:00,240,10
4728,2016-02-13 13:00:00,150,0
4729,2016-02-13 13:10:00,100,0
4730,2016-02-13 13:20:00,110,0
4731,2016-02-13 13:30:00,100,10
4732,2016-02-13 13:40:00,90,0
4733,2016-02-13 13:50:00,100,0
4734,2016-02-13 14:00:00,90,0
4735,2016-02-13 14:10:00,100,0
4736,2016-02-13 14:20:00,100,10
4737,2016-02-13 14:30:00,100,10
4738,2016-02-13 14:40:00,100,10
4739,2016-02-13 14:50:00,100,10
4740,2016-02-13 15:00:00,100,0
4741,2016-02-13 15:10:00,80,0
4742,2016-02-13 15:20:00,80,0
4743,2016-02-13 15:30:00,70,0
4744,2016-02-13 15:40:00,60,0
4745,2016-02-13 15:50:00,70,0
4746,2016-02-13 16:00:00,70,0
4747,2016-02-13 16:10:00,80,0
4748,2016-02-13 16:20:00,80,0
4749,2016-02-13 16:30:00,100,0
4750,2016-02-13 16:40:00,100,0
4751,2016-02-13 16:50:00,90,0
4752,2016-02-13 17:00:00,100,0
4753,2016-02-13 17:10:00,90,0
4754,2016-02-13 17:20:00,60,0
4755,2016-02-13 17:30:00,90,0
4756,2016-02-13 17:40:00,60,0
4757,2016-02-13 17:50:00,80,0
4758,2016-02-13 18:00:00,90,20
4759,2016-02-13 18:10:00,100,30
4760,2016-02-13 18:20:00,160,10
4761,2016-02-13 18:30:00,410,20
4762,2016-02-13 18:40:00,550,20
4763,2016-02-13 18:50:00,500,20
4764,2016-02-13 19:00:00,550,10
4765,2016-02-13 19:10:00,140,10
4766,2016-02-13 19:20:00,80,10
4767,2016-02-13 19:30:00,90,10
4768,2016-02-13 19:40:00,120,30
4769,2016-02-13 19:50:00,120,10
4770,2016-02-13 20:00:00,90,10
4771,2016-02-13 20:10:00,80,0
4772,2016-02-13 20:20:00,80,0
4773,2016-02-13 20:30:00,80,0
4774,2016-02-13 20:40:00,70,0
4775,2016-02-13 20:50:00,80,0
4776,2016-02-13 21:00:00,70,0
4777,2016-02-13 21:10:00,60,0
4778,2016-02-13 21:20:00,80,0
4779,2016-02-13 21:30:00,80,0
4780,2016-02-13 21:40:00,80,0
4781,2016-02-13 21:50:00,70,0
4782,2016-02-13 22:00:00,80,0
4783,2016-02-13 22:10:00,70,0
4784,2016-02-13 22:20:00,60,20
4785,2016-02-13 22:30:00,30,10
4786,2016-02-13 22:40:00,40,10
4787,2016-02-13 22:50:00,30,10
4788,2016-02-13 23:00:00,40,0
4789,2016-02-13 23:10:00,70,10
4790,2016-02-13 23:20:00,60,0
4791,2016-02-13 23:30:00,70,10
4792,2016-02-13 23:40:00,40,10
4793,2016-02-13 23:50:00,60,0
4794,2016-02-14 00:00:00,50,10
4795,2016-02-14 00:10:00,50,0
4796,2016-02-14 00:20:00,60,10
4797,2016-02-14 00:30:00,40,0
4798,2016-02-14 00:40:00,60,10
4799,2016-02-14 00:50:00,60,10
4800,2016-02-14 01:00:00,60,0
4801,2016-02-14 01:10:00,50,0
4802,2016-02-14 01:20:00,50,0
4803,2016-02-14 01:30:00,60,0
4804,2016-02-14 01:40:00,50,0
4805,2016-02-14 01:50:00,50,0
4806,2016-02-14 02:00:00,50,0
4807,2016-02-14 02:10:00,60,0
4808,2016-02-14 02:20:00,50,0
4809,2016-02-14 02:30:00,60,0
4810,2016-02-14 02:40:00,70,0
4811,2016-02-14 02:50:00,40,0
4812,2016-02-14 03:00:00,30,0
4813,2016-02-14 03:10:00,30,0
4814,2016-02-14 03:20:00,40,0
4815,2016-02-14 03:30:00,60,0
4816,2016-02-14 03:40:00,60,0
4817,2016-02-14 03:50:00,60,0
4818,2016-02-14 04:00:00,70,0
4819,2016-02-14 04:10:00,60,0
4820,2016-02-14 04:20:00,60,0
4821,2016-02-14 04:30:00,60,0
4822,2016-02-14 04:40:00,50,0
4823,2016-02-14 04:50:00,50,0
4824,2016-02-14 05:00:00,50,0
4825,2016-02-14 05:10:00,60,0
4826,2016-02-14 05:20:00,60,0
4827,2016-02-14 05:30:00,60,0
4828,2016-02-14 05:40:00,60,0
4829,2016-02-14 05:50:00,50,0
4830,2016-02-14 06:00:00,60,0
4831,2016-02-14 06:10:00,40,0
4832,2016-02-14 06:20:00,50,0
4833,2016-02-14 06:30:00,50,0
4834,2016-02-14 06:40:00,50,0
4835,2016-02-14 06:50:00,70,0
4836,2016-02-14 07:00:00,50,0
4837,2016-02-14 07:10:00,40,0
4838,2016-02-14 07:20:00,40,0
4839,2016-02-14 07:30:00,30,0
4840,2016-02-14 07:40:00,60,0
4841,2016-02-14 07:50:00,50,20
4842,2016-02-14 08:00:00,60,0
4843,2016-02-14 08:10:00,140,0
4844,2016-02-14 08:20:00,60,0
4845,2016-02-14 08:30:00,60,0
4846,2016-02-14 08:40:00,60,10
4847,2016-02-14 08:50:00,100,20
4848,2016-02-14 09:00:00,430,30
4849,2016-02-14 09:10:00,90,20
4850,2016-02-14 09:20:00,80,20
4851,2016-02-14 09:30:00,100,30
4852,2016-02-14 09:40:00,110,40
4853,2016-02-14 09:50:00,100,30
4854,2016-02-14 10:00:00,110,40
4855,2016-02-14 10:10:00,100,40
4856,2016-02-14 10:20:00,90,30
4857,2016-02-14 10:30:00,70,40
4858,2016-02-14 10:40:00,40,30
4859,2016-02-14 10:50:00,60,40
4860,2016-02-14 11:00:00,320,20
4861,2016-02-14 11:10:00,400,20
4862,2016-02-14 11:20:00,200,20
4863,2016-02-14 11:30:00,100,10
4864,2016-02-14 11:40:00,120,10
4865,2016-02-14 11:50:00,120,10
4866,2016-02-14 12:00:00,70,0
4867,2016-02-14 12:10:00,100,10
4868,2016-02-14 12:20:00,90,10
4869,2016-02-14 12:30:00,100,10
4870,2016-02-14 12:40:00,120,10
4871,2016-02-14 12:50:00,270,10
4872,2016-02-14 13:00:00,210,10
4873,2016-02-14 13:10:00,240,0
4874,2016-02-14 13:20:00,90,0
4875,2016-02-14 13:30:00,100,10
4876,2016-02-14 13:40:00,100,10
4877,2016-02-14 13:50:00,80,20
4878,2016-02-14 14:00:00,110,20
4879,2016-02-14 14:10:00,100,20
4880,2016-02-14 14:20:00,100,20
4881,2016-02-14 14:30:00,100,20
4882,2016-02-14 14:40:00,100,20
4883,2016-02-14 14:50:00,100,20
4884,2016-02-14 15:00:00,100,20
4885,2016-02-14 15:10:00,100,20
4886,2016-02-14 15:20:00,110,10
4887,2016-02-14 15:30:00,110,20
4888,2016-02-14 15:40:00,110,20
4889,2016-02-14 15:50:00,110,10
4890,2016-02-14 16:00:00,120,20
4891,2016-02-14 16:10:00,110,20
4892,2016-02-14 16:20:00,110,10
4893,2016-02-14 16:30:00,100,10
4894,2016-02-14 16:40:00,80,0
4895,2016-02-14 16:50:00,110,10
4896,2016-02-14 17:00:00,100,10
4897,2016-02-14 17:10:00,110,10
4898,2016-02-14 17:20:00,100,20
4899,2016-02-14 17:30:00,90,10
4900,2016-02-14 17:40:00,160,20
4901,2016-02-14 17:50:00,120,20
4902,2016-02-14 18:00:00,100,20
4903,2016-02-14 18:10:00,90,30
4904,2016-02-14 18:20:00,80,30
4905,2016-02-14 18:30:00,170,40
4906,2016-02-14 18:40:00,320,20
4907,2016-02-14 18:50:00,400,20
4908,2016-02-14 19:00:00,400,10
4909,2016-02-14 19:10:00,340,30
4910,2016-02-14 19:20:00,120,10
4911,2016-02-14 19:30:00,120,10
4912,2016-02-14 19:40:00,120,10
4913,2016-02-14 19:50:00,120,20
4914,2016-02-14 20:00:00,110,10
4915,2016-02-14 20:10:00,120,10
4916,2016-02-14 20:20:00,130,10
4917,2016-02-14 20:30:00,130,20
4918,2016-02-14 20:40:00,290,20
4919,2016-02-14 20:50:00,120,40
4920,2016-02-14 21:00:00,120,40
4921,2016-02-14 21:10:00,110,10
4922,2016-02-14 21:20:00,160,20
4923,2016-02-14 21:30:00,150,0
4924,2016-02-14 21:40:00,130,0
4925,2016-02-14 21:50:00,130,10
4926,2016-02-14 22:00:00,150,0
4927,2016-02-14 22:10:00,110,0
4928,2016-02-14 22:20:00,100,20
4929,2016-02-14 22:30:00,100,30
4930,2016-02-14 22:40:00,70,20
4931,2016-02-14 22:50:00,70,10
4932,2016-02-14 23:00:00,50,0
4933,2016-02-14 23:10:00,50,10
4934,2016-02-14 23:20:00,50,10
4935,2016-02-14 23:30:00,30,0
4936,2016-02-14 23:40:00,50,10
4937,2016-02-14 23:50:00,60,10
4938,2016-02-15 00:00:00,60,0
4939,2016-02-15 00:10:00,60,10
4940,2016-02-15 00:20:00,50,0
4941,2016-02-15 00:30:00,60,10
4942,2016-02-15 00:40:00,60,0
4943,2016-02-15 00:50:00,60,10
4944,2016-02-15 01:00:00,70,10
4945,2016-02-15 01:10:00,50,0
4946,2016-02-15 01:20:00,60,10
4947,2016-02-15 01:30:00,60,0
4948,2016-02-15 01:40:00,30,10
4949,2016-02-15 01:50:00,40,10
4950,2016-02-15 02:00:00,40,0
4951,2016-02-15 02:10:00,50,10
4952,2016-02-15 02:20:00,70,0
4953,2016-02-15 02:30:00,60,10
4954,2016-02-15 02:40:00,50,10
4955,2016-02-15 02:50:00,70,0
4956,2016-02-15 03:00:00,50,10
4957,2016-02-15 03:10:00,50,0
4958,2016-02-15 03:20:00,70,10
4959,2016-02-15 03:30:00,50,0
4960,2016-02-15 03:40:00,70,10
4961,2016-02-15 03:50:00,60,10
4962,2016-02-15 04:00:00,50,0
4963,2016-02-15 04:10:00,40,10
4964,2016-02-15 04:20:00,30,0
4965,2016-02-15 04:30:00,40,10
4966,2016-02-15 04:40:00,50,10
4967,2016-02-15 04:50:00,60,0
4968,2016-02-15 05:00:00,70,10
4969,2016-02-15 05:10:00,60,0
4970,2016-02-15 05:20:00,60,10
4971,2016-02-15 05:30:00,50,10
4972,2016-02-15 05:40:00,60,0
4973,2016-02-15 05:50:00,50,10
4974,2016-02-15 06:00:00,60,0
4975,2016-02-15 06:10:00,50,10
4976,2016-02-15 06:20:00,70,0
4977,2016-02-15 06:30:00,40,10
4978,2016-02-15 06:40:00,50,10
4979,2016-02-15 06:50:00,30,10
4980,2016-02-15 07:00:00,70,20
4981,2016-02-15 07:10:00,50,10
4982,2016-02-15 07:20:00,40,10
4983,2016-02-15 07:30:00,50,0
4984,2016-02-15 07:40:00,50,0
4985,2016-02-15 07:50:00,80,0
4986,2016-02-15 08:00:00,50,10
4987,2016-02-15 08:10:00,40,0
4988,2016-02-15 08:20:00,40,0
4989,2016-02-15 08:30:00,50,10
4990,2016-02-15 08:40:00,320,10
4991,2016-02-15 08:50:00,310,10
4992,2016-02-15 09:00:00,90,10
4993,2016-02-15 09:10:00,50,10
4994,2016-02-15 09:20:00,70,10
4995,2016-02-15 09:30:00,70,20
4996,2016-02-15 09:40:00,60,10
4997,2016-02-15 09:50:00,60,10
4998,2016-02-15 10:00:00,70,10
4999,2016-02-15 10:10:00,270,10
5000,2016-02-15 10:20:00,740,20
5001,2016-02-15 10:30:00,590,10
5002,2016-02-15 10:40:00,380,10
5003,2016-02-15 10:50:00,280,10
5004,2016-02-15 11:00:00,240,10
5005,2016-02-15 11:10:00,250,10
5006,2016-02-15 11:20:00,210,10
5007,2016-02-15 11:30:00,80,20
5008,2016-02-15 11:40:00,70,10
5009,2016-02-15 11:50:00,50,10
5010,2016-02-15 12:00:00,60,10
5011,2016-02-15 12:10:00,50,10
5012,2016-02-15 12:20:00,50,10
5013,2016-02-15 12:30:00,50,20
5014,2016-02-15 12:40:00,530,10
5015,2016-02-15 12:50:00,370,10
5016,2016-02-15 13:00:00,300,10
5017,2016-02-15 13:10:00,290,10
5018,2016-02-15 13:20:00,270,10
5019,2016-02-15 13:30:00,240,10
5020,2016-02-15 13:40:00,220,20
5021,2016-02-15 13:50:00,150,0
5022,2016-02-15 14:00:00,60,0
5023,2016-02-15 14:10:00,310,0
5024,2016-02-15 14:20:00,340,0
5025,2016-02-15 14:30:00,100,0
5026,2016-02-15 14:40:00,60,0
5027,2016-02-15 14:50:00,60,0
5028,2016-02-15 15:00:00,70,0
5029,2016-02-15 15:10:00,60,0
5030,2016-02-15 15:20:00,60,0
5031,2016-02-15 15:30:00,50,0
5032,2016-02-15 15:40:00,50,0
5033,2016-02-15 15:50:00,40,0
5034,2016-02-15 16:00:00,30,0
5035,2016-02-15 16:10:00,30,0
5036,2016-02-15 16:20:00,30,0
5037,2016-02-15 16:30:00,50,0
5038,2016-02-15 16:40:00,40,0
5039,2016-02-15 16:50:00,50,0
5040,2016-02-15 17:00:00,40,0
5041,2016-02-15 17:10:00,40,0
5042,2016-02-15 17:20:00,60,10
5043,2016-02-15 17:30:00,80,0
5044,2016-02-15 17:40:00,110,20
5045,2016-02-15 17:50:00,110,30
5046,2016-02-15 18:00:00,100,20
5047,2016-02-15 18:10:00,140,20
5048,2016-02-15 18:20:00,310,20
5049,2016-02-15 18:30:00,290,20
5050,2016-02-15 18:40:00,250,10
5051,2016-02-15 18:50:00,310,40
5052,2016-02-15 19:00:00,110,10
5053,2016-02-15 19:10:00,110,20
5054,2016-02-15 19:20:00,370,0
5055,2016-02-15 19:30:00,140,30
5056,2016-02-15 19:40:00,440,30
5057,2016-02-15 19:50:00,150,30
5058,2016-02-15 20:00:00,260,20
5059,2016-02-15 20:10:00,290,30
5060,2016-02-15 20:20:00,110,20
5061,2016-02-15 20:30:00,100,30
5062,2016-02-15 20:40:00,100,30
5063,2016-02-15 20:50:00,90,20
5064,2016-02-15 21:00:00,360,30
5065,2016-02-15 21:10:00,270,30
5066,2016-02-15 21:20:00,70,30
5067,2016-02-15 21:30:00,90,20
5068,2016-02-15 21:40:00,100,30
5069,2016-02-15 21:50:00,100,30
5070,2016-02-15 22:00:00,90,30
5071,2016-02-15 22:10:00,70,30
5072,2016-02-15 22:20:00,70,30
5073,2016-02-15 22:30:00,80,20
5074,2016-02-15 22:40:00,50,30
5075,2016-02-15 22:50:00,60,30
5076,2016-02-15 23:00:00,50,30
5077,2016-02-15 23:10:00,50,30
5078,2016-02-15 23:20:00,50,30
5079,2016-02-15 23:30:00,40,30
5080,2016-02-15 23:40:00,60,30
5081,2016-02-15 23:50:00,60,30
5082,2016-02-16 00:00:00,60,30
5083,2016-02-16 00:10:00,60,20
5084,2016-02-16 00:20:00,60,30
5085,2016-02-16 00:30:00,60,30
5086,2016-02-16 00:40:00,60,30
5087,2016-02-16 00:50:00,50,10
5088,2016-02-16 01:00:00,50,10
5089,2016-02-16 01:10:00,30,0
5090,2016-02-16 01:20:00,30,10
5091,2016-02-16 01:30:00,30,10
5092,2016-02-16 01:40:00,20,0
5093,2016-02-16 01:50:00,60,10
5094,2016-02-16 02:00:00,50,10
5095,2016-02-16 02:10:00,50,0
5096,2016-02-16 02:20:00,40,10
5097,2016-02-16 02:30:00,40,10
5098,2016-02-16 02:40:00,50,0
5099,2016-02-16 02:50:00,50,10
5100,2016-02-16 03:00:00,40,10
5101,2016-02-16 03:10:00,60,0
5102,2016-02-16 03:20:00,40,10
5103,2016-02-16 03:30:00,40,0
5104,2016-02-16 03:40:00,20,10
5105,2016-02-16 03:50:00,20,10
5106,2016-02-16 04:00:00,40,0
5107,2016-02-16 04:10:00,50,10
5108,2016-02-16 04:20:00,40,0
5109,2016-02-16 04:30:00,60,10
5110,2016-02-16 04:40:00,60,10
5111,2016-02-16 04:50:00,50,0
5112,2016-02-16 05:00:00,40,10
5113,2016-02-16 05:10:00,50,0
5114,2016-02-16 05:20:00,40,10
5115,2016-02-16 05:30:00,40,10
5116,2016-02-16 05:40:00,30,0
5117,2016-02-16 05:50:00,20,10
5118,2016-02-16 06:00:00,40,0
5119,2016-02-16 06:10:00,40,10
5120,2016-02-16 06:20:00,50,10
5121,2016-02-16 06:30:00,50,0
5122,2016-02-16 06:40:00,40,10
5123,2016-02-16 06:50:00,40,0
5124,2016-02-16 07:00:00,50,20
5125,2016-02-16 07:10:00,50,10
5126,2016-02-16 07:20:00,60,40
5127,2016-02-16 07:30:00,60,20
5128,2016-02-16 07:40:00,40,0
5129,2016-02-16 07:50:00,40,0
5130,2016-02-16 08:00:00,40,0
5131,2016-02-16 08:10:00,50,0
5132,2016-02-16 08:20:00,60,0
5133,2016-02-16 08:30:00,520,0
5134,2016-02-16 08:40:00,690,0
5135,2016-02-16 08:50:00,420,0
5136,2016-02-16 09:00:00,310,0
5137,2016-02-16 09:10:00,270,0
5138,2016-02-16 09:20:00,230,0
5139,2016-02-16 09:30:00,230,0
5140,2016-02-16 09:40:00,150,0
5141,2016-02-16 09:50:00,70,10
5142,2016-02-16 10:00:00,100,0
5143,2016-02-16 10:10:00,390,0
5144,2016-02-16 10:20:00,270,10
5145,2016-02-16 10:30:00,280,0
5146,2016-02-16 10:40:00,260,0
5147,2016-02-16 10:50:00,240,10
5148,2016-02-16 11:00:00,260,0
5149,2016-02-16 11:10:00,190,0
5150,2016-02-16 11:20:00,120,0
5151,2016-02-16 11:30:00,70,0
5152,2016-02-16 11:40:00,50,0
5153,2016-02-16 11:50:00,70,0
5154,2016-02-16 12:00:00,40,0
5155,2016-02-16 12:10:00,40,0
5156,2016-02-16 12:20:00,40,0
5157,2016-02-16 12:30:00,60,0
5158,2016-02-16 12:40:00,80,0
5159,2016-02-16 12:50:00,170,0
5160,2016-02-16 13:00:00,70,0
5161,2016-02-16 13:10:00,60,0
5162,2016-02-16 13:20:00,70,0
5163,2016-02-16 13:30:00,60,0
5164,2016-02-16 13:40:00,70,0
5165,2016-02-16 13:50:00,80,0
