body,target
"American socialist democrats have gained control of the House of Representatives, for the first time in eight years, and it’s all thanks to illegal immigrants and selective internet censorship that got them there. Dirty tricks and election meddling “If it was not for the illegal aliens who we helped get across the border and gave them lots of free stuff, they would not have voted democrat. If it was not for the massive internet purge project by socialist tech companies prior to the Midterms, then the story would have been very different. The socialist purge of hundreds of thousands of conservative leaning bloggers/political pundits/news sites, really worked, because we silenced their voices. They were party to mass illegal underhand practices and electioneering engineered to benefit the democrats, so we are proud of those tech companies, thank you. This is why illegal immigration and censorship is so important to us,” Nancy Pelosi, tearful but joyous told the press after the final results came through. James O'Keefe @JamesOKeefeIII BREAKING @Project_Veritas: Non-Citizens Voting in Texas? ""We got TONS of them"" Says Election Official on Undercover Video (WATCH: https:// youtu.be/veE5-O6wACw ) 13K 4:59 PM - Nov 6, 2018 14.3K people are talking about this Twitter Ads info and privacy What does it mean now that the Dems have the House? The Democrats now have the numbers to fuck Mr Trump up the ass especially with his proposed laws in the House and launch a string of damaging investigations into his administration through the committees they will control. The vindictive nature of socialism leaves questions on what investigation will be more damaging to Trump, his tax affairs or the ongoing Mueller investigation? The good news of the night included the loss of Texas for Beto O’Rourke whose campaign workers misused campaign funds, but will never be investigated by the FEC. “The dems are looking to impeach Trump any way they can, whether he drops a paperclip or leaves the toilet seat up, and they will find some piece of dirt to render him useless. He can forget about that wall being ever built, or that 14th Amendment bull. He’s a dead duck walking!” another jubilant democrat yelled after the results came in. The Democrats are right. You can win if you take away the voice of the other candidates in an election. By silencing the opposition through illegal, immoral purges and massive censorship, you can win. You can also win by harnessing the power of bribery, by helping millions of illegal aliens into the USA, you can tell them they have to vote democrat, and they will be your numbers, they will be your army, and it really does work as a technique that the Republicans do not utilise. The Daily Squib does not support or subscribe to any huma-constructed political ideology whether left or right. We are simply mirrors to what is happening at any time in history. We simply see what is going on.",1
"Our mobile devices have become such an integral part of our daily lives that it’s difficult to picture not being able to do something on your smartphone or tablet. We socialise on our mobile devices, build friendships, find our way when lost, plan every aspect of our everyday lives, play games, and much more. Playing games has become a huge component of mobile interaction and, for many, is one of the prime reasons or motivations for purchasing a mobile device in the first place. Casino Gaming on the Go There are all sorts of mobile games one can enjoy for both smaller smartphone handsets as well as larger tablet-type devices. Some of these are available as free apps, while others require a cash purchase before you can download them to your device from your relevant app store. The free apps can be very good, although most of them will include advertising/spam or will require ‘in-app’ purchases in order to progress in the game. Online casinos have now also cottoned on the idea of producing a mobile app based on their regular online (desktop) casino platform. In most cases, these look and feel exactly the same as their big brothers, complete with a wide range of diverse casino games, all optimised for the smaller mobile screen. However, as more and more apps become available on app stores for Android and iOS (Apple iPhone and iPad), it becomes more difficult to find the best app for your needs. Those using Windows Phone operating systems or Blackberry are also now beginning to enjoy a wider range of suitable apps, and the same problem applies. Zeroing in on Trustworthy, Reliable Casino Apps If you happen to be looking for a solid, trustworthy online casino app in your relevant app store, you may be quite surprised and perhaps even overwhelmed at the sheer number of options available to you. There are hundreds of casino apps available but it is very important to realise a few things before you actually make your selection. You can find new sites and then look for reviews on Google. All apps are graded by users which is a good starting point in narrowing down your list of potentially great casino apps. It is a good idea to go into each app and see what users are saying about the app, which should indicate whether the casino app is worthy of your consideration. User feedback is like reading a micro review about whether the app can deliver on gaming, safety, user friendliness and reliability. Another good idea is to Google different online casinos and read related reviews on them. You can find dozens of independent reviews on top online casinos, including their mobile app options, giving you information on all key elements including: Safety and security Gaming options Mobile customer support Options for real money gambling Compatible devices Bonuses and other promotions Using these points as a starting point and a guideline, finding great online casino apps becomes a lot easier to do. Once you’re happy with the casino app, installing it is easy and only takes a few seconds to complete. Perhaps more importantly, uninstalling it is even faster, allowing you to try similar casino apps in case you aren’t that happy with the app you chose to go with.",1
"These Midterm elections in America are crucial for the survival of the nation. On one hand there is business, innovation, and change to a more proud insular country that is self sufficient yet strong in the global field, priding itself in manufacturing its own goods and destiny. This side values freedom, liberty, prosperity for every facet of the US population. This is the side of Trump, who has brought actual change to America, and reinvigorated its core. The other side of the coin is Detroit-style dilapidation, Venezuelan socialism, open borders that will strain every part of the country’s infrastructure, Marxism, anti-business practices with high taxes, removal of free speech, massive censorship, soviet political correctness, self-hatred, and ultimately Chinese communism. Destruction of the US constitution. Gun grabs. Hand in hand with massive spending on socialist pet projects that waste taxpayers money and bankrupt the country into further deficit oblivion like Obama did. This is the side of the fractured socialist democrats who revel in mob rule, internet lynchings with no due process that lead to destroying whole swathes of innocent lives. This is the side of so-called progressive inclusive people who do not value freedom in any of its forms, whether freedom of expression or art or life. The choice is ultimately up to the voters, and if early polling shows, the fury of the socialists may trump the Trump supporters. It is however not too late to change this form of forced voting and use of illegal immigrants. Hopefully, many people have awoken from the NPC programming meted out on democrat followers. It is still not too late to awaken from the brainwashing, the incessant soviet repetition to instill their programming in your subconscious mind. The socialist American party, utilises a soviet technique of constant repetition to program their followers so they obey without question. This technique was used in the USSR and is still utilised in communist China to brainwash their youth to be completely subservient to the communist ideology and never to question the motives of their superior comrades. The democrat socialist party of America also utilises techniques devised by Saul Alinsky in the ways of mob rule, and civil unrest to achieve their soviet communist objectives. The choice is yours Americans, you either vote for your country, or you vote against it. One thing is for sure, the socialist democrats, now so far left, are bordering on heavy Marxism, and despise everything that is American. Vote for your country or vote for your enemy. The choice is yours. Donald J. Trump ✔ @realDonaldTrump It is outrageous what the Democrats are doing to our Country. Vote Republican now! http:// Vote.GOP 96.6K 3:18 PM - Oct 31, 2018 98K people are talking about this Twitter Ads info and privacy",1
"Thanks to the constant lies and closed curtain deals being engineered with the EU regarding Brexit, the Remainer led Cabinet, and the lies spewed by PM Theresa May betraying 17.4 million Brexit voters, the Conservative party are now a sinister party, never to be trusted ever again. Brexit voters were promised an end to EU rule, this meant an end to the UK under the Customs Union, and end to free movement and an end to rule from the ECJ and other EU controlling factors. One of the main reasons for voting was to get our parliament back, as a sovereign British parliament, not dictated to by Brussels. Sovereign freedom of Britain, to make our own laws again, and not be subjected to restrictive authoritarian rules as prescribed by the EU. The Conservative party throughout the last two years has shown great weakness, and an untrustworthy side which is frankly unnerving. If Mrs. May says one thing, then does the complete opposite thing, whilst still saying she is honouring the will of the people, this is a blatant lie, and her lies have been very damaging not only to her own integrity but to the integrity of the party as a whole. Theresa May and her Remainer Chancellor, Philip Hammond, along with her Remainer Brexit adviser, Olly Robbins are lying blatantly to Brexit voters daily as they prepare to push through the Chequers Brino deal which will doom Britain to become a vassal state to the EU indefinitely without a legal way out of the Customs Union. No one will vote for the Conservative party in 2020 who is not a Remainer. Yes, they will get some votes from the pro-EU faction, but the majority of people who voted for Brexit will vote with their feet and walk away from the Tories. The Conservative party today is a disgrace, and they will be duly punished for their treachery and treasonous lies towards the electorate as well as their perversion of democracy within the UK. The biggest fatality is democracy, because what we have seen in the last two years, is that there is very little of it left in Britain today. No justice, or democracy leaves a land which is seething with self hatred and is unjust, with little or no value anymore. To this end, it will be deemed as appropriate that many will abandon the Conservative party because of Theresa May and her cronies. These monstrous liars, quislings and treacherous chicken-hearted wasters who have demeaned Britain’s highest establishments with their all hat and no cattle empty worthless words, will be doomed to the opposition benches for the next thirty or forty years. Yes, by not voting Conservative anymore, the millions who voted for Brexit, will condemn Britain and the Conservative party to a purgatory worse than any death — the Labour party. We’ve lost everything else so we have nothing left to lose. This action alone will be fit enough punishment for the nation but it will be a lesson hard learned for the Tories, who stood by as their party was trashed asunder by the likes of Theresa May and her treacherous entourage of yellow lickspittle cowards and traitors. No one of any value will vote Tory ever again.",1
"George Soros is certainly not someone who does things in halves, and his latest purchase certainly proves it. The Landing Craft, Tank, (LCT) was made famous in campaigns like D-Day, and the Pacific war in the Second World War. The most common LCTs were the Mk5 LCT, which were used by British and American troops to land on the Normandy beaches on June, 6, 1944. Most of the LCTs were set for the scrap yard, however were saved by the plentiful money trench that is George Soros’ bank account. “He came into our office and saw a picture of one of our scrap LCTs. He asked me how many I had, and when I said 40,000, he took out his cheque book and wrote down a figure. He handed it to me, and I had to sit down. I just said take them, and he did,” Miles Kapernicko, the owner of one of the world’s biggest shipyards told Shipping magazine. It is not known what the price paid was for all the LCTs however an expert in the field estimated it to be in the region of $4,000 000 000 at 100k a piece. Many of the scrap LCTs will also need extensive repairs to make them seaworthy again, adding on extra cost to the Soros project. No one knows exactly what Soros is going to do with the landing craft, however some have an idea. “This will be like D-Day on Juno beach, or Omaha, but most probably will be migrants from South America onto the beaches of California, or from Morocco or Libya onto Italian, Spanish and Greek beaches. Our guess is that the numbers of landing craft landing at the same time will be unstoppable. No authorities can possibly stop that sort of invasion, and under the terms of the Geneva convention, these migrants would be classed as non-combatants and will all be accepted as asylum seekers. Many who land will just rush into land and disappear,” Johan Demisires, an expert on illegal migration told the Washington Times. If Soros can pull off migrant caravans on land, he can certainly pull off a sea invasion force numbering over 40,000 craft. If each craft can carry a capacity of 4,000 migrants, this would mean an illegal migrant invasion force of 160,000,000 could be deployed onto any Western nation at any time. The logistics for such an operation would probably be wide and numerous, however Mr. Soros and his empire of helpers are more than capable of pulling such an incredible feat off with little or no trouble. “If Soros pulls this one off, it will make D-Day look like a Sunday picnic outing. One can imagine the immense power and fear felt seeing one of these migrant naval invasions taking place. It would be a historic event,” historian, Gene Altrew, at the Smithsonian Institute told the Washington Times.",1
"Doxeter, city centre was completely inundated by a mob of violent vegans on Friday, after another butcher shop opened on the High Street. Police were called out to the scene where vegans rampaged but stood there powerless, and did nothing. Dean Wotherfoster, 49, a butcher for 20 years was assaulted by a pack of vegans who smothered him with organic hummus, beetroot and lentil tabbouleh, topped off with a smattering of vegan nutroast. “I was chopping some ribs off a dead cow when in popped these vegans. They started to go red in the face as I chopped away. I thought nothing of it. Then they called me a ‘murderer’ and a ‘killer’ and when I tried to explain that I had not done the killing of the animals, they got even angrier and smothered me with vegan food. I must say, it was rather delicious, as I had skipped lunch.” One man who was sitting on a bench eating a sausage roll, was dragged by his feet to a vegan restaurant and a vegan sausage roll was stuffed into his mouth forcibly nearly choking him. Three workers on their break were tucking into their beef burgers when the vegan mob turned up. One unnamed vegan woman took the baps off the burgers then vomited on the meat. She then put the baps back on and forced the men to eat the burgers with vomit on them. They were later stretchered off to a hospital. By that time, a mob of vegans converged from the east, and bundled into a kebab shop where they screamed at the top of their voices at the staff. The vegans led a live goat and sheep into the kebab shop and forced the staff and customers to look at the live animals for four hours. After they left, the staff and customers were so traumatised that they threw down their kebabs and fled. At one shop selling milkshakes, a lactating woman removed her top and proceeded to shout ‘cow milk is extracted from grieving mothers’, she then squirted milk from her breasts into the milkshakes of customers whilst crying at the top of her voice. To her astonishment some customers continued drinking their milkshakes afterwards. All across the country, many towns were simultaneously attacked in what seems to be a coordinated attack. Message of the day, don’t fuck with vegans.",1
"Investigative reporter, James O’Keefe for Project Veritas has uncovered massive campaign fraud for the Beto O’Rourke democrat campaign in Texas. The tapes reveal that vast amounts of funds on prepaid campaign credit cards which were meant to be used solely for campaign purposes were misappropriated and used to support Honduran illegal aliens from the migrant caravan coming over the border. These acts were perpetuated to gain votes and voters from the migrant caravan. • “I just hope nobody that’s the wrong person finds out about this.” • “It’s f***ing happening.” O’Rourke Campaign Staff Uses Pre-Paid Cards for Honduran Alien Supplies • “Don’t ever repeat this…” Campaign Staffers Explain How to Hide Campaign Expenditures for Aliens • “If you get caught in some sort of violation that’s like a $50,000 fine,” “For me I can just ignore the rules and I’m like f**k it.” • Transporting Aliens to “airports… bus stations,” “None of this is like sh*t there is a rulebook for” • Staffer Says She Sent Texts to Director; Told Campaign Manager Jody Casey, Who Says “Don’t Worry” Naturally, there is a stone cold silence from CNN and other so-called news services in America who are firmly aligned with the American socialist party, the democrats. Not one single socialist news source has yet reported on the massive levels of Beto fraud, and there seems to be a hush over the whole criminal case. The Federal Election Committee has also been silent about the Project Veritas findings even though the filming shows blatant disregard for any electoral rules or regulations. Below is the video criminalising all that appear in it. It is not certain how long the video will stay up as it is on the YouTube platform. It is not known how much of the $38 million funds raised in only three months from donations for Beto O’Rourke are being used on illegal aliens migrating into the US but maybe the FEC needs to look into that themselves, as the proof is right there.",1
"The visiting contingent of communist Chinese censors who visited the AlphaGogle campus in Mountain View, California, were said to be impressed at how the American company is adopting their authoritarian techniques in censorship. “We had just left the Farcebook campus in Palo Alto, when we got a call from Gogle. They explained that there had been some employees who were not so happy with the communist ideology, and that we should come over to re-educate them, as well as give more tips on how to censor non-communists better,” Xing Xao Ming, Chief Comrade in charge of Censorship for the Chinese state’s Information Ministry told Chinese state news Xinhua agency. Beat down There’s nothing like a good beating to get things going. The team of Chinese censors asked Gogle employees which one of them was not a supporter of Chairman Mao, or Soviet ideology Marxism. The Gogle officer pointed out a man sitting in the back, who had been outed earlier after his private emails were read out aloud to everyone assembled. “We converged on the employee, then tied his hands behind his back, then his feet were tied to his arms tightly so he could barely breathe. I asked an assistant to remove the employees trendy $450 moccasins, and socks. This form of torture and education is accepted fully in China so there was nothing to worry about. We then brought out a long flexible stick and beat the soles of his feet, all the while asking who he pledges allegiance to. At first, the screams were too loud for any words to be understood, but on the 40th stroke, he started to sound like a communist again. ‘Chairman Mao! Chairman Mao!’ he yelped. He was then taken away on a Gogle stretcher with some fresh frappuccino to recover. We then moved on to the next suspect, who was caught uploading a pro-Trump video to YouTube.” Obey Chinese communist directive 39744-12 from the little red book states that all employees must pledge allegiance to Chairman Mao, and must abhor any form of free speech or free thought that is not sanctioned by the People’s Chinese Communist Party. Although Gogle has not yet adhered to the Chinese communist technique of firing squads, there is still time for the company to adapt their working practices to purge the company of any form of dissent. Information officer, Darcy Hernandez, says that compliance to Gogle authoritarian directives are a must within the global population, as well as employed staff on campus: “If you do not comply to our directives, we delete you, we demonetize you, and we effectively ruin your livelihood. You must adhere to all censors when they come telling you to censor your website because it has a different ideological political message other than communism. Marxism is the only way forward, and we have made this very clear by purging as many websites, and channels from the internet worldwide which we fully control now. We welcomed this week, a group of Chinese censors who very kindly gave us some extra tips, and advised us on best practices to censor non-communist content, and employees who do not agree with our political ideology. You can hide, but we will eventually find you and weed you out. We monitor everything.” Ah, a good day’s work spreading the Chinese communist message of censorship and thought compliance. Next stop for the censor team, Twatter. ",1
"Trump train, twitter When it comes to keeping his word, Donald J. Trump does not mess around. He vowed to protect the borders during his election speeches, and today, as a migrant caravan snakes its way towards the southern border of the United States, the tanks, the APCs, the support vehicles, the military troops are getting ready. Trump is not going to be held ransom by the demands of the organisers of this caravan making its way to the US from Honduras. Already, he has threatened to cut the funds and aid that America throws away each year to these Latin American nations, where the money is siphoned off into Swiss accounts by corrupt officials, and not delivered to the people for aid. Kal @RightWingLawMan Who is paying for these trucks? Who is feeding these people? The group is now rumored to be around 15K with estimates it will be 50k at the border! And what if it's really 100k? If they successfully get in what’s to stop a million a month later?? 503 5:49 PM - Oct 30, 2018 603 people are talking about this Twitter Ads info and privacy Naturally, the NGOs and other organisations related to known globalist sources have made a great effort to engineer the migrant caravan to coincide with the US midterm elections. This will be Trump’s Alamo, where he will unleash rockets and bullets if need be onto the desperate men, women and children being used as pawns by forces they have no understanding or acknowledgement of. Speaking on Thursday, Trump was adamant that he will not be swayed by the televisual reports of Honduran women carrying babies crying. “This is a de-facto invasion. The guns these people carry are not rifles, but the left wing media. That is their weapon. I have ordered 15,000 of our finest troops to the border. These are great men and women who follow orders, they are patriots who defend this nation. I have ordered up tanks, and other military vehicles. We will open fire on anyone who attempts to rush our border walls, we will shoot anyone who tries to cross over illegally. It’s a no brainer folks. Either you apply to come here legally, or don’t. This is why we have laws in this country, and I intend to uphold the law at our borders.” Kal @RightWingLawMan Train in Arizona recently heading southbound. Trump ain't playin' 20.3K 2:57 PM - Oct 30, 2018 14.1K people are talking about this Twitter Ads info and privacy The scenario will thus play out as a curious attraction streamed live on all channels. As the migrant hordes rush the border, a barrage of gunfire and tank shells will simultaneously explode around the rushing mass of human misery. The leftist media shrieking with outrage will be out shrieked by the cheering right wing media. As the smoke will clear, there will only be silence apart from a few groaning bodies here or there amongst the bloodied bodies. Fiction aside, the reality of the situation will probably involve lots of white tents to keep these miserable people out of America. They will be clothed and fed until they are bored, and realise they will not get anywhere anytime soon. The question one must ask is, just because there is poverty and lack of labour in some areas of the globe, does this give these people the human right to impose themselves by the thousand onto other sovereign territories and enter illegally by force?",1
"“The Pan-European project envisioned by Richard von Coudenhove-Kalergi, will eventually win over sovereign states within Europe as time passes, and regimes settle down. “The initial plan cannot be party to any divergence for long periods of time, and populism, as well as nationalistic fervour, patriotism, is limited to dying populations, who will eventually disappear along with their aspirations of a renewal of nationalism. “The European project, despite Brexit, will continue, because there will not be any meaningful Brexit. The British who are controlling the negotiations are firmly ensconced within the European side, and the real Brexiteers do not have any power in their parliament. We will therefore see a faux removal of the UK from the EU, thanks to Theresa May and her euro-centric Cabinet. This folly, will enable May to declare she completed the will of the people however in reality, Britain will be firmly placed within EU laws and regulations indefinitely. Britain has already eaten the multicultural pill, and there is no going back, however much some may try to reverse things. “The main raison d’etre for the Pan-European project was to counteract the Russian threat, as well as bolster Europe’s standing next to the super power of the United States. For this to engender a tactical advantage within the Western European diaspora there would have to be a genetic blend imported into Europe, to increase diversity, and plant the seeds of global acceptance. The homogenous nature of Europe must be bred out generationally, to create a new European, one who is a blend of many global bloodlines. This is why German Chancellor, Angela Merkel accepted with open arms over a million refugees from the Middle East in 2015. Similarly, Southern Italy has seen a deluge of human traffic from the African continent, which under the Coudenhove-Kalergi plan is key to increasing Europe’s diverse population targets. “Throughout the past three or four decades, we have seen the integration within Europe of diverse genetic mixtures flourish, and even though there have been attempts to halt this mixing, it has continued, and will continue until the whole of Europe is composed of a darker hue, from the extremities of the southern border to the north, east, and west. “The European project will move forward as planned, and so will its single currency. “Across the Atlantic Ocean, we have the United States, who is momentarily resisting the Coudenhove-Kalergi plan of integration, the pan-American uniting force of South and North America will go ahead despite the aspirations of Mr. Trump, who is imprisoned within a socialist system he alone cannot change. The only way Trump can change things permanently is to start a civil war, and win it. This latter scenario is highly unlikely, and the eventual demise of Mr. Trump will herald the resumption of the Coudenhove-Kalergi plan to unite the South with North America, relinquishing any national borders. The momentum for this break down in North American sovereignty is too great to stop without military intervention, and it is highly improbable that Trump will resort to such methods. “As new regimes, within nation states, come and go, there will be a stop and start method towards the Coudenhove-Kalergi plan, and this is perfectly permissible simply because this plan extends to centuries, and was never intended as a quick fix program. “We know of the challenges facing integration of certain global areas like Russia and China, but these will come eventually under the auspices of the Coudenhove-Kalergi plan. “All nation states will be moulded as one eventually, all holding an ethnically heterogeneous model, all borders will become like the EU’s Schengen zone, and eventually governance of all global sections will be ruled as one, centrally from Europe. The human race, will abhor nationalism to any particular state, and will only hold allegiance to the global state, where all economic, judicial, and every-day governance will preside.” Former EU President Herman Van Rompuy was awarded the European Prize Coudenhove-Kalergi 2012 “Peace and the European idea” for his exemplary work towards EU integration. You are all welcome in the EU. From Africa, Middle East, South-East Asia, and further. Please make your way into the EU. You can come into the EU from any border and you will be given food, homes, jobs, money. Ports of entry Greece, Italy, Spain, France, Black Sea. WELCOME TO THE EU!",1
"Let us celebrate the end of austerity. Standing amongst the grey miserable tower blocks, the smell of raw sewage and rotting garbage permeates the smog filled polluted air. This is Britain, and austerity has just ended officially. The High Roads now full of fried chicken shops, Polski Skleps, gambling dens and boarded up businesses covered in posters for the local DJ’s latest rave, only £5 to get in. Up above the high rises, the sky may be blue but it is replete with white lines criss crossing the air, these mysterious lines appearing from planes working day and night churning out chemicals that drop slowly onto the ground, to be ingested by the unknowing unawake population. The filthy pot holed roads, now a car park where the increase in traffic has been so immense from the EU, vehicles barely move over 15 MPH, people resigned to sitting in their cars twiddling their thumbs just stare out of their cars into nothingness. Driving in London is now such a nightmare, that it is preferable to simply crash your vehicle into a lamp post and walk. More cash has been allocated for the NHS we hear. That’s not what we find in the local GP’s office where queues of sick people snake out into the road, many too ill to stand just lie on the cold pavement and close their eyes in painful resignation to their fate. It can now take months to get a single appointment at your surgery. The immense influx of migrants over the years has effectively destroyed the NHS’ ability to function. God forbid you need hospital help, well you’re shit out of luck, there are no beds left. If you live in London, the daily stab victims coming through the doors are in a constant loop, blood and pieces of flesh dripping all over the tiles, and as you sit for your next appointment in eight hours time, you will no doubt see more stabbings and shootings directly in front of you, like some sort of theatrical display of death and mayhem played out in grotesque realism. The hospitals, replete with blood stained walls and mattresses, are now places where you go in and never come out again. They call it mercy, because living on a tiny island so overcrowded is like living in a nightmare that you can’t wake up from. If you manage to get an ambulance lottery ride to a hospital, the distraught overworked staff stick you in a corridor on a stretcher amongst the other cadavers. Your wait can last weeks or months, and sometimes surgery is conducted in the corridor if the doctors ever find your name tag. Many come here to die then are unceremoniously dumped in an oven and your ashes blasted over the city, an infernal snowing cloud of human misery. The rule for living in modern day Britain still suffering from mass migration is don’t ever get sick. Do everything you can to never fall ill, or you will put your life in serious danger. Just as Angela Merkel will be remembered as the woman who ruined Germany’s social service system, her counterpart, Tony Blair, will be known for war crimes, unfettered migration and the ruination of schools, hospitals and benefits, both of these monsters are socialists who have contributed to the destruction of their own nations from within. When Gordon Brown, the Labour Chancellor, and later unelected PM, sold off Britain’s gold reserves at the bottom of the market, he knew very well what he was doing, and did it with a grim Scottish smile. Let us thus celebrate the end of austerity, maybe on the way to a food bank to get a few rotting turnips to mash into a soup that will sustain you and your family of five until your next meal in a week. The grey miserable cities and streets of Britain, where the homeless are now part of the furniture, and the daily tax slaves begin their day of work so they can take home a few pennies after being taxed to the hilt, perpetually rising council tax, electricity bill, water bill, gas bill, internet bill, telephone bill, insurance bill, slashing the wrist and seeing the jet of blood spurt across the carpets and walls are a thankful reprieve to a life of utter meaningless tax slave misery. You are a tax zombie, condemned to a life of commuting for hours every day then death. Your meaningless life only compounded by episodes of Come Dancing or Big brother on the BBC taxed television you own in your leaking freezing grey home. It’s another day at work, the buses and trains are now full to the brim, the roads are the usual car parks, the hospitals, something from the Crimean war, the schools, overloaded where the English language is now a foreign sounding mush of lost syllables. You work the whole day and come home, then go out the next day to work in the same meaningless poorly paid job that destroys every single part of your fucking soul. Stagnant wages, brought down by the millions who took the jobs the Brits were deemed too lazy to do, your EU migrant boss is not happy with you, so he fires you. You breathe a sigh of relief. Maybe it is time to queue for days at the GP’s office and beg to be put on the waiting list for a mobile buggy, to drive you everywhere because you are too lazy to walk anymore. It’s okay though. Wake up. Haw Haw Hammond has been told to end austerity. Everything is ok now, Britain has been saved. Hurrah! Just pop more pills, and jam another needle into your ankle, when the mist rises and the comforting opioid blanket covers you in your grey freezing rat infested home, these are the only words that will go through your frazzled mind…austerity..over…austerity…over…auster…",1
"One thing about the Theresa May Chequers Plan is that it will be nearly impossible to get out of once it is implemented. This is something the PM has lied about to her own Cabinet, who are being steered into a deal that will doom the UK to be a ‘vassal state’ of the EU indefinitely. Once the UK is signed up to the customs backstop, ministers will not be able to change anything, and there will be no ‘exit mechanism’ to break out of the backstop. Even if the MPs try to change things legally, this would take decades and most certainly result in failure, Theresa May’s own Attorney General, Geoffrey Cox, has evaluated. The Chequers proposal involves the permanent continuation in the UK of all EU laws which relate to goods. All goods on the UK manufactured in the UK for the UK domestic market, or imported from non-EU countries, would be permanently subject to these controls. The obligation to follow the EU rulebook for goods would gravely impair the UK’s ability to conduct an independent international trade policy. In particular, it will prevent Britain from including Mutual Recognition Agreements for goods in trade treaties and this is likely to destroy the prospect of successfully achieving meaningful agreements with some of the prime candidates such as the USA and Australia. Theresa May’s version of Brexit which is known as a BRINO (Brexit in name only) would condemn the UK to be stuck permanently as a vassal state within the EU’s legal and regulatory swamp. The UK would still have to obey EU laws and ECJ rulings hindering its ability to develop an effective international trade policy or adapt the economy to take advantage of the freedom a real Brexit would have afforded it. The Theresa May Chequers capitulation will also mean that Britain will be stuck in the EU with no power to veto, and will still be sending vast amounts of money to Brussels, as well as being tied to EU regulations inhibiting its ability to make international trade deals. The destruction of Brexit by Theresa May and her Remainer allies, will ensure that no one who voted for a Brexit on June 23, 2016, will vote Conservative again, due mainly to the immense calculated betrayal by the prime minister and other pro-eu conservative ministers who aided and abetted the Chequers capitulation. The Conservative party will be consigned to the political wilderness for the next twenty to thirty years, because losing the vote of the leavers will let in the current opposition. Quite, rightly, no one will trust the Conservative party ever again, because it has reneged on every promise for Brexit, and abandoned its grassroots.",1
"Too obvious. It has been a whirlwind few weeks into the run up of the midterm elections in the US. It started off with a massive purge of conservative websites from social media and the internet search engines, then went on to the Kavanaugh farce, then the orchestrated migrant caravan, and now we have a Native American Filipino MAGAbomber who has been made to believe he is a ‘white supremacist’ when he does not have a drop of Aryan blood in his body, driving around in an insanely ludicrous postered van with pictures of Hillary Clinton in crosshairs, sending fake bombs to democrats. If this is not election tampering then what is? These events are beyond any form of satire, however what gives everything away is the timing and who benefits from these events. Cui bono? Who benefits? Who stands to gain from all of these orchestrated events? They are all designed to make the democrats look like victims, and thus, the people should vote for them to get the other side out of congress. Anything that makes the Republicans look bad, makes the democrats look good and gets them votes. The magabomber fiasco is almost akin to finding the passport of one of the 911 hijackers immaculately preserved amongst the pulverised dust of the Twin Towers. Funny how the passport survived in perfect condition and everything else was crushed to dust. The official story was of course that a mystery man appeared out of nowhere, handed it to the police chief, then disappeared again, never to be found. Both stories are highly implausible. So, we have some idiot driving around in a van practically advertising himself as a security risk, apprehended and detained eventually. Not only is this guy an obvious plant, but he is possibly an alter. He was most probably vetted for months and then given the go-ahead a week or so before the midterm elections. We will never know the truth, because an operation like this is cloaked in utmost secrecy and this guy’s handlers are way out of the picture by now. Now, if you can get a Native American/Filipino person to believe he is a ‘white supremacist, then you can get him to believe and do anything…absolutely anything. Case closed. (cue Twilight Zone music..)",1
